input_file,k,alpha,r,algorithm,algorithm_type,runs,selected,min_selected,max_selected,fairness,min_fairness,max_fairness,fraction_opt,min_fraction_opt,max_fraction_opt,inverse_ratio,min_inverse_ratio,max_inverse_ratio,delta,opt_by_group,selected_by_group,num_levels
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_7groups.csv,7,,,offline_randomized,randomized,1000,50218.498,24018,59130,8.0,1.2511756537952823,8.0,0.8492896668357856,0.40618975139523084,1.0,1.1774545706245536,1.0,2.4619035723207596,239892.0,"{""1"": 14873, ""2"": 15192, ""3"": 15446, ""4"": 15500, ""5"": 11683, ""6"": 7797, ""7"": 3816}","{""1"": 11478.969, ""2"": 12142.18, ""3"": 12234.893, ""4"": 10967.238, ""5"": 1920.697, ""6"": 974.625, ""7"": 499.896}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_7groups.csv,7,,,online_randomized_fair,randomized,1000,753.831,0,3746,146.4006445192171,76.05419483217744,146.4006445192171,0.012748706240487063,0.0,0.06335193641129715,78.43933189269212,15.784837159636947,inf,239892.0,"{""1"": 14873, ""2"": 15192, ""3"": 15446, ""4"": 15500, ""5"": 11683, ""6"": 7797, ""7"": 3816}","{""1"": 124.089, ""2"": 132.123, ""3"": 105.505, ""4"": 123.888, ""5"": 119.392, ""6"": 102.519, ""7"": 46.315}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_7groups.csv,7,,,crs,randomized,1000,4875.165,10,12535,19.051144405815627,10.978672719897117,19.051144405815627,0.0824482496194825,0.00016911889058007779,0.2119905293421275,12.128820255314436,4.717191862784205,5913.0,239892.0,"{""1"": 14873, ""2"": 15192, ""3"": 15446, ""4"": 15500, ""5"": 11683, ""6"": 7797, ""7"": 3816}","{""1"": 847.648, ""2"": 867.986, ""3"": 872.786, ""4"": 846.014, ""5"": 613.244, ""6"": 479.904, ""7"": 347.583}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_8groups.csv,8,,,offline_greedy,deterministic,1,59130,59130,59130,inf,inf,inf,1.0,1.0,1.0,1.0,1.0,1.0,239892.0,"{""1"": 13127, ""2"": 12967, ""3"": 13665, ""4"": 13583, ""5"": 12802, ""6"": 9516, ""7"": 6616, ""8"": 3353}","{""1"": 13064, ""2"": 12832, ""3"": 13635, ""4"": 13539, ""5"": 5972, ""6"": 88, ""7"": 0, ""8"": 0}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_8groups.csv,8,1.0,8,offline_deterministic,deterministic,1,50540,50540,50540,8.00238663484487,8.00238663484487,8.00238663484487,0.8547268729917131,0.8547268729917131,0.8547268729917131,1.1699643846458252,1.1699643846458252,1.1699643846458252,239892.0,"{""1"": 13127, ""2"": 12967, ""3"": 13665, ""4"": 13583, ""5"": 12802, ""6"": 9516, ""7"": 6616, ""8"": 3353}","{""1"": 9552, ""2"": 9995, ""3"": 9616, ""4"": 11478, ""5"": 7431, ""6"": 1222, ""7"": 827, ""8"": 419}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_8groups.csv,8,,,offline_randomized,randomized,1000,49835.644,24409,59130,8.264462809917356,1.2655225626512387,8.264462809917356,0.842814882462371,0.41280230001691187,1.0,1.1865001684336616,1.0,2.4224671227825803,239892.0,"{""1"": 13127, ""2"": 12967, ""3"": 13665, ""4"": 13583, ""5"": 12802, ""6"": 9516, ""7"": 6616, ""8"": 3353}","{""1"": 10154.515, ""2"": 10128.21, ""3"": 10797.911, ""4"": 10731.896, ""5"": 5556.848, ""6"": 1236.544, ""7"": 800.536, ""8"": 429.184}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_8groups.csv,8,,,online_randomized_fair,randomized,1000,653.399,0,3335,171.46377723906085,84.96351104804378,171.46377723906085,0.011050211398613225,0.0,0.05640115000845594,90.49600626875768,17.730134932533733,inf,239892.0,"{""1"": 13127, ""2"": 12967, ""3"": 13665, ""4"": 13583, ""5"": 12802, ""6"": 9516, ""7"": 6616, ""8"": 3353}","{""1"": 99.044, ""2"": 109.064, ""3"": 90.091, ""4"": 94.908, ""5"": 74.663, ""6"": 83.331, ""7"": 62.834, ""8"": 39.464}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_8groups.csv,8,,,crs,randomized,1000,4875.165,10,12535,19.772344664617666,11.288688081394369,19.772344664617666,0.0824482496194825,0.00016911889058007779,0.2119905293421275,12.128820255314436,4.717191862784205,5913.0,239892.0,"{""1"": 13127, ""2"": 12967, ""3"": 13665, ""4"": 13583, ""5"": 12802, ""6"": 9516, ""7"": 6616, ""8"": 3353}","{""1"": 748.168, ""2"": 738.125, ""3"": 784.145, ""4"": 755.961, ""5"": 647.47, ""6"": 504.466, ""7"": 399.807, ""8"": 297.023}",18
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_9groups.csv,9,,,offline_greedy,deterministic,1,59130,59130,59130,inf,inf,inf,1.0,1.0,1.0,1.0,1.0,1.0,239892.0,"{""1"": 11716, ""2"": 11419, ""3"": 12127, ""4"": 11986, ""5"": 12175, ""6"": 10351, ""7"": 8143, ""8"": 5763, ""9"": 2978}","{""1"": 11655, ""2"": 11289, ""3"": 12101, ""4"": 11950, ""5"": 11753, ""6"": 372, ""7"": 10, ""8"": 0, ""9"": 0}",
C:\Users\zwhsh\OneDrive\Desktop\Fair\interval-fairness\temp\generated_intervals\LANL-CM5-1994\LANL-CM5-1994-4.1-cln_interval_containment_quantile_9groups.csv,9,1.0,9,offline_deterministic,deterministic,1,49999,49999,49999,9.0046875,9.0046875,9.0046875,0.845577541011331,0.845577541011331,0.845577541011331,1.1826236524730496,1.1826236524730496,1.1826236524730496,239892.0,"{""1"": 11716, ""2"": 11419, ""3"": 12127, ""4"": 11986, ""5"": 12175, ""6"": 10351, ""7"": 8143, ""8"": 5763, ""9"": 2978}","{""1"": 10004, ""2"": 9004, ""3"": 7612, ""4"": 8596, ""5"": 11554, ""6"": 1348, ""7"": 910, ""8"": 640, ""9"": 331}",
