workload,assignment_method,k,algorithm,algorithm_label,setting,num_instances,mean_selected,min_selected,max_selected,ci95_selected,mean_fairness,min_fairness,max_fairness,ci95_fairness,mean_fraction_opt,min_fraction_opt,max_fraction_opt,ci95_fraction_opt,mean_inverse_ratio,min_inverse_ratio,max_inverse_ratio,ci95_inverse_ratio,mean_delta,min_delta,max_delta,offline_fairness_ratio,offline_approximation_ratio,online_fairness_ratio,online_approximation_ratio
NASA-iPSC-1993,containment_quantile,8,online_randomized_level_greedy,CRS,online,1,942.623,9.0,2934.0,0.0,16.967105582819105,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,8.0,7.999106145251397,382.4367764427353,382.4367764427353
NASA-iPSC-1993,containment_quantile,8,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,3.8495934959349594,3.8495934959349594,3.8495934959349594,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,8.0,7.999106145251397,382.4367764427353,382.4367764427353
NASA-iPSC-1993,containment_quantile,9,offline_deterministic,Offline Deterministic,offline,1,10432.0,10432.0,10432.0,0.0,8.989583333333334,8.989583333333334,8.989583333333334,0.0,0.9224511451056681,0.9224511451056681,0.9224511451056681,0.0,1.0840682515337423,1.0840682515337423,1.0840682515337423,0.0,62643.0,62643.0,62643.0,9.0,8.998850776523918,430.2413734980773,430.2413734980773
NASA-iPSC-1993,containment_quantile,9,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,nan,nan,nan,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,9.0,8.998850776523918,430.2413734980773,430.2413734980773
NASA-iPSC-1993,containment_quantile,9,offline_randomized,Offline Randomized,offline,1,10565.561,6214.0,11309.0,0.0,8.620689655172413,nan,nan,nan,0.9342612963126713,0.5494738703687329,1.0,0.0,1.0703643658864872,1.0,1.8199227550691985,0.0,62643.0,62643.0,62643.0,9.0,8.998850776523918,430.2413734980773,430.2413734980773
NASA-iPSC-1993,containment_quantile,9,online_randomized,Online Randomized,online,1,107.358,0.0,503.0,0.0,158.50297804249266,nan,nan,nan,0.00949314705102131,0.0,0.04447784950039791,0.0,105.33914566217702,nan,nan,0.0,62643.0,62643.0,62643.0,9.0,8.998850776523918,430.2413734980773,430.2413734980773
NASA-iPSC-1993,containment_quantile,9,online_randomized_level_greedy,CRS,online,1,942.623,9.0,2934.0,0.0,17.120378610144808,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,9.0,8.998850776523918,430.2413734980773,430.2413734980773
NASA-iPSC-1993,containment_quantile,9,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,4.1495098039215685,4.1495098039215685,4.1495098039215685,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,9.0,8.998850776523918,430.2413734980773,430.2413734980773
NASA-iPSC-1993,containment_quantile,10,offline_deterministic,Offline Deterministic,offline,1,10726.0,10726.0,10726.0,0.0,10.025641025641026,10.025641025641026,10.025641025641026,0.0,0.9484481386506323,0.9484481386506323,0.9484481386506323,0.0,1.0543539063956742,1.0543539063956742,1.0543539063956742,0.0,62643.0,62643.0,62643.0,10.0,9.998563493583605,478.0459705534192,478.0459705534192
NASA-iPSC-1993,containment_quantile,10,offline_greedy,Global OPT,offline,1,11309.0,11309.0,11309.0,0.0,nan,nan,nan,nan,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,62643.0,62643.0,62643.0,10.0,9.998563493583605,478.0459705534192,478.0459705534192
NASA-iPSC-1993,containment_quantile,10,offline_randomized,Offline Randomized,offline,1,10633.097,5994.0,11309.0,0.0,10.526315789473683,nan,nan,nan,0.9402331771155716,0.5300203377840658,1.0,0.0,1.0635659582528025,1.0,1.88672005338672,0.0,62643.0,62643.0,62643.0,10.0,9.998563493583605,478.0459705534192,478.0459705534192
NASA-iPSC-1993,containment_quantile,10,online_randomized,Online Randomized,online,1,99.274,0.0,454.0,0.0,175.08454238027707,nan,nan,nan,0.008778318153682907,0.0,0.04014501724290388,0.0,113.91703769365594,nan,nan,0.0,62643.0,62643.0,62643.0,10.0,9.998563493583605,478.0459705534192,478.0459705534192
NASA-iPSC-1993,containment_quantile,10,online_randomized_level_greedy,CRS,online,1,942.623,9.0,2934.0,0.0,17.97153024911032,nan,nan,nan,0.0833515783888938,0.0007958263330091078,0.25943938456096916,0.0,11.997373287093566,3.854464894342195,1256.5555555555557,0.0,62643.0,62643.0,62643.0,10.0,9.998563493583605,478.0459705534192,478.0459705534192
NASA-iPSC-1993,containment_quantile,10,simple_online_greedy,Simple Online Greedy,online,1,4970.0,4970.0,4970.0,0.0,3.9614457831325303,3.9614457831325303,3.9614457831325303,0.0,0.4394729861172518,0.4394729861172518,0.4394729861172518,0.0,2.275452716297787,2.275452716297787,2.275452716297787,0.0,62643.0,62643.0,62643.0,10.0,9.998563493583605,478.0459705534192,478.0459705534192
